TIME	l_foot_x	l_foot_y	l_foot_z
1.7200000000000002	0.0	0.41089934758116325	0.010305368692688189
1.73	0.0	0.4127503992927203	0.01193753588210126
1.7400000000000002	0.0	0.41473598356459085	0.01365023750651135
1.75	0.0	0.4168530387697455	0.015432914190872738
1.76	0.0	0.41909830056250524	0.0172745751406263
1.77	0.0	0.4214683069119255	0.019163865903602348
1.78	0.0	0.42395940343999694	0.021089138373994218
1.79	0.0	0.42656774905643147	0.023038522606803863
1.8	0.0	0.4292893218813453	0.024999999999999988
1.81	0.0	0.43211992544670585	0.026961477393196116
1.82	0.0	0.43505519516698166	0.028910861626005764
1.83	0.0	0.43809060506901665	0.030836134096397627
1.84	0.0	0.44122147477075274	0.032725424859373686
1.85	0.0	0.4444429766980398	0.03456708580912724
1.86	0.0	0.44775014352840514	0.03634976249348867
1.87	0.0	0.4511378758503045	0.03806246411789872
1.8800000000000001	0.0	0.4546009500260454	0.03969463130731182
1.8900000000000001	0.0	0.45813402624625726	0.0412362012082546
1.9000000000000001	0.0	0.4617316567634911	0.0426776695296637
1.9100000000000001	0.0	0.46538829429225076	0.04401014914000078
1.9200000000000002	0.0	0.46909830056250534	0.0452254248593737
1.9300000000000002	0.0	0.47285595501349265	0.04631600410885231
1.9400000000000002	0.0	0.4766554636144095	0.0472751631047092
1.9500000000000002	0.0	0.4804909677983873	0.048096988312782175
1.96	0.0	0.4843565534959769	0.04877641290737883
1.9700000000000002	0.0	0.4882462602542163	0.04930924800994192
1.98	0.0	0.4921540904272155	0.04969220851487844
1.9900000000000002	0.0	0.49607401842409327	0.0499229333433282
2.0	0.0	0.5	0.05
2.0100000000000002	0.0	0.503925981575907	0.0499229333433282
2.02	0.0	0.5078459095727845	0.04969220851487845
2.0300000000000002	0.0	0.5117537397457839	0.04930924800994191
2.04	0.0	0.5156434465040232	0.048776412907378844
2.0500000000000003	0.0	0.5195090322016129	0.04809698831278216
2.06	0.0	0.5233445363855905	0.04727516310470921
2.0700000000000003	0.0	0.5271440449865076	0.046316004108852296
2.08	0.0	0.5309016994374949	0.04522542485937369
2.09	0.0	0.5346117057077493	0.04401014914000081
2.1	0.0	0.538268343236509	0.042677669529663696
2.1100000000000003	0.0	0.541865973753743	0.04123620120825455
2.12	0.0	0.5453990499739547	0.03969463130731184
2.13	0.0	0.5488621241496955	0.03806246411789876
2.14	0.0	0.552249856471595	0.036349762493488674
2.1500000000000004	0.0	0.5555570233019604	0.0345670858091272
2.16	0.0	0.5587785252292474	0.032725424859373686
2.17	0.0	0.5619093949309835	0.030836134096397672
2.18	0.0	0.5649448048330185	0.028910861626005757
2.19	0.0	0.5678800745532941	0.02696147739319616
2.2	0.0	0.5707106781186548	0.024999999999999984
2.21	0.0	0.5734322509435685	0.023038522606803915
2.22	0.0	0.5760405965600032	0.02108913837399421
2.23	0.0	0.5785316930880746	0.019163865903602383
2.24	0.0	0.5809016994374948	0.0172745751406263
2.25	0.0	0.5831469612302546	0.015432914190872771
2.2600000000000002	0.0	0.5852640164354093	0.013650237506511315
2.27	0.0	0.5872496007072798	0.011937535882101292
2.2800000000000002	0.0	0.5891006524188369	0.010305368692688159
2.29	0.0	0.5908143173825082	0.008763798791745422
2.3000000000000003	0.0	0.5923879532511288	0.007322330470336283
2.31	0.0	0.5938191335922485	0.005989850859999238
2.3200000000000003	0.0	0.5951056516295155	0.0047745751406262915
2.33	0.0	0.5962455236453648	0.003683995891147704
2.34	0.0	0.5972369920397678	0.0027248368952908276
2.35	0.0	0.5980785280403231	0.0019030116872178371
2.3600000000000003	0.0	0.5987688340595139	0.0012235870926211479
2.37	0.0	0.5993068456954928	0.0006907519900580833
2.38	0.0	0.5996917333733129	0.0003077914851215641
2.39	0.0	0.5999229036240724	7.70666566718009e-05
2.4000000000000004	0.0	0.6000000000000001	0
2.41	0.0	0.6000000000000001	0
2.4200000000000004	0.0	0.6000000000000001	0
2.43	0.0	0.6000000000000001	0
2.4400000000000004	0.0	0.6000000000000001	0
2.45	0.0	0.6000000000000001	0
2.4600000000000004	0.0	0.6000000000000001	0
2.47	0.0	0.6000000000000001	0
2.4800000000000004	0.0	0.6000000000000001	0
2.49	0.0	0.6000000000000001	0
2.5000000000000004	0.0	0.6000000000000001	0
2.5100000000000002	0.0	0.6000000000000001	0
2.5200000000000005	0.0	0.6000000000000001	0
2.5300000000000002	0.0	0.6000000000000001	0
2.5400000000000005	0.0	0.6000000000000001	0
2.5500000000000003	0.0	0.6000000000000001	0
2.5600000000000005	0.0	0.6000000000000001	0
2.5700000000000003	0.0	0.6000000000000001	0
2.5800000000000005	0.0	0.6000000000000001	0
2.5900000000000003	0.0	0.6000000000000001	0
2.6000000000000005	0.0	0.6000000000000001	0
2.6100000000000003	0.0	0.6000000000000001	0
2.6200000000000006	0.0	0.6000000000000001	0
2.6300000000000003	0.0	0.6000000000000001	0
2.6400000000000006	0.0	0.6000000000000001	0
2.6500000000000004	0.0	0.6000000000000001	0
2.66	0.0	0.6000000000000001	0
2.6700000000000004	0.0	0.6000000000000001	0
2.6800000000000006	0.0	0.6000000000000001	0
2.6900000000000004	0.0	0.6000000000000001	0
2.7	0.0	0.6000000000000001	0
2.7100000000000004	0.0	0.6000000000000001	0
2.72	0.0	0.6000000000000001	0
2.7300000000000004	0.0	0.6000000000000001	0
2.74	0.0	0.6000000000000001	0
2.7500000000000004	0.0	0.6000000000000001	0
2.7600000000000002	0.0	0.6000000000000001	0
2.7700000000000005	0.0	0.6000000000000001	0
2.7800000000000002	0.0	0.6000000000000001	0
2.7900000000000005	0.0	0.6000000000000001	0
2.8000000000000003	0.0	0.6000000000000001	0
2.8100000000000005	0.0	0.6000000000000001	0
2.8200000000000003	0.0	0.6000000000000001	0
2.8300000000000005	0.0	0.6000000000000001	0
2.8400000000000003	0.0	0.6000000000000001	0
2.8500000000000005	0.0	0.6000000000000001	0
2.8600000000000003	0.0	0.6000000000000001	0
2.8700000000000006	0.0	0.6000000000000001	0
2.8800000000000003	0.0	0.6000000000000001	0
2.8900000000000006	0.0	0.6000000000000001	0
2.9000000000000004	0.0	0.6000000000000001	0
2.91	0.0	0.6000000000000001	0
2.9200000000000004	0.0	0.6000000000000001	0
2.9300000000000006	0.0	0.6000000000000001	0
2.9400000000000004	0.0	0.6000000000000001	0
2.95	0.0	0.6000000000000001	0
2.9600000000000004	0.0	0.6000000000000001	0
2.9700000000000006	0.0	0.6000000000000001	0
2.9800000000000004	0.0	0.6000000000000001	0
2.99	0.0	0.6000000000000001	0
3.0000000000000004	0.0	0.6000000000000001	0
3.0100000000000002	0.0	0.6000000000000001	0
3.0200000000000005	0.0	0.6000000000000001	0
3.0300000000000002	0.0	0.6000000000000001	0
3.0400000000000005	0.0	0.6000000000000001	0
3.0500000000000003	0.0	0.6000000000000001	0
3.0600000000000005	0.0	0.6000000000000001	0
3.0700000000000003	0.0	0.6000000000000001	0
3.0800000000000005	0.0	0.6000000000000001	0
3.0900000000000003	0.0	0.6000000000000001	0
3.1000000000000005	0.0	0.6000000000000001	0
3.1100000000000003	0.0	0.6000000000000001	0
3.12	0.0	0.6000000000000001	0
3.1300000000000003	0.0	0.6000000000000001	0
3.1400000000000006	0.0	0.6000000000000001	0
3.1500000000000004	0.0	0.6000000000000001	0
3.16	0.0	0.6000000000000001	0
3.1700000000000004	0.0	0.6000000000000001	0
3.1800000000000006	0.0	0.6000000000000001	0
3.1900000000000004	0.0	0.6000000000000001	0
3.2	0.0	0.6000000000000001	0.0
3.21	0.0	0.6000770963759278	7.706665667179814e-05
3.22	0.0	0.6003082666266872	0.00030779148512155856
3.23	0.0	0.6006931543045074	0.000690751990058075
3.24	0.0	0.6012311659404863	0.0012235870926211618
3.25	0.0	0.601921471959677	0.0019030116872178178
3.2600000000000002	0.0	0.6027630079602324	0.002724836895290808
3.27	0.0	0.6037544763546353	0.003683995891147679
3.2800000000000002	0.0	0.6048943483704847	0.004774575140626323
3.29	0.0	0.6061808664077516	0.005989850859999208
3.3000000000000003	0.0	0.6076120467488714	0.007322330470336322
3.31	0.0	0.609185682617492	0.00876379879174539
3.3200000000000003	0.0	0.6108993475811633	0.010305368692688189
3.33	0.0	0.6127503992927203	0.01193753588210126
3.3400000000000003	0.0	0.6147359835645909	0.01365023750651135
3.35	0.0	0.6168530387697455	0.015432914190872738
3.3600000000000003	0.0	0.6190983005625054	0.01727457514062634
3.37	0.0	0.6214683069119256	0.019163865903602348
3.3800000000000003	0.0	0.623959403439997	0.02108913837399426
3.39	0.0	0.6265677490564315	0.023038522606803863
3.4000000000000004	0.0	0.6292893218813453	0.025000000000000036
3.41	0.0	0.6321199254467059	0.026961477393196116
3.4200000000000004	0.0	0.6350551951669817	0.02891086162600581
3.43	0.0	0.6380906050690167	0.030836134096397627
3.4400000000000004	0.0	0.6412214747707529	0.03272542485937373
3.45	0.0	0.6444429766980398	0.03456708580912724
3.46	0.0	0.6477501435284051	0.03634976249348863
3.47	0.0	0.6511378758503046	0.03806246411789872
3.4800000000000004	0.0	0.6546009500260455	0.039694631307311865
3.49	0.0	0.6581340262462573	0.0412362012082546
3.5	0.0	0.661731656763491	0.04267766952966367
3.5100000000000002	0.0	0.6653882942922508	0.04401014914000078
3.52	0.0	0.6690983005625053	0.04522542485937367
3.5300000000000002	0.0	0.6728559550134927	0.04631600410885231
3.54	0.0	0.6766554636144094	0.04727516310470919
3.5500000000000003	0.0	0.6804909677983872	0.048096988312782175
3.56	0.0	0.6843565534959769	0.04877641290737883
3.5700000000000003	0.0	0.6882462602542163	0.04930924800994192
3.58	0.0	0.6921540904272155	0.04969220851487844
3.5900000000000003	0.0	0.6960740184240932	0.0499229333433282
3.6	0.0	0.7	0.05
3.6100000000000003	0.0	0.703925981575907	0.0499229333433282
3.62	0.0	0.7078459095727845	0.04969220851487845
3.6300000000000003	0.0	0.7117537397457839	0.04930924800994191
3.64	0.0	0.7156434465040231	0.048776412907378844
3.6500000000000004	0.0	0.7195090322016129	0.04809698831278216
3.66	0.0	0.7233445363855906	0.04727516310470921
3.6700000000000004	0.0	0.7271440449865075	0.046316004108852296
3.68	0.0	0.7309016994374948	0.04522542485937369
3.6900000000000004	0.0	0.7346117057077495	0.04401014914000075
3.7	0.0	0.738268343236509	0.042677669529663696
3.71	0.0	0.7418659737537427	0.04123620120825462
3.72	0.0	0.7453990499739547	0.03969463130731184
3.7300000000000004	0.0	0.7488621241496957	0.03806246411789868
3.74	0.0	0.7522498564715949	0.036349762493488674
3.75	0.0	0.7555570233019602	0.03456708580912728
3.7600000000000002	0.0	0.7587785252292474	0.032725424859373686
3.7700000000000005	0.0	0.7619093949309835	0.030836134096397586
3.7800000000000002	0.0	0.7649448048330184	0.028910861626005757
3.79	0.0	0.7678800745532942	0.02696147739319616
3.8000000000000003	0.0	0.7707106781186548	0.024999999999999984
3.81	0.0	0.7734322509435685	0.023038522606803915
3.8200000000000003	0.0	0.7760405965600031	0.02108913837399421
3.83	0.0	0.7785316930880746	0.019163865903602383
3.8400000000000003	0.0	0.7809016994374949	0.0172745751406263
3.85	0.0	0.7831469612302545	0.015432914190872771
3.8600000000000003	0.0	0.7852640164354093	0.013650237506511315
3.87	0.0	0.7872496007072798	0.011937535882101292
3.8800000000000003	0.0	0.7891006524188369	0.010305368692688159
3.89	0.0	0.7908143173825082	0.008763798791745422
3.9000000000000004	0.0	0.7923879532511288	0.007322330470336283
3.91	0.0	0.7938191335922484	0.005989850859999238
3.92	0.0	0.7951056516295154	0.004774575140626344
3.93	0.0	0.7962455236453647	0.003683995891147704
3.9400000000000004	0.0	0.7972369920397677	0.002724836895290786
3.95	0.0	0.7980785280403231	0.0019030116872178371
3.96	0.0	0.7987688340595138	0.0012235870926211756
3.97	0.0	0.7993068456954927	0.0006907519900580833
3.9800000000000004	0.0	0.7996917333733129	0.0003077914851215502
3.99	0.0	0.7999229036240724	7.70666566718009e-05
4.0	0.0	0.8	0
4.01	0.0	0.8	0
4.02	0.0	0.8	0
4.03	0.0	0.8	0
4.04	0.0	0.8	0
4.05	0.0	0.8	0
4.06	0.0	0.8	0
4.07	0.0	0.8	0
4.08	0.0	0.8	0
4.09	0.0	0.8	0
4.1	0.0	0.8	0
4.11	0.0	0.8	0
4.12	0.0	0.8	0
4.13	0.0	0.8	0
4.14	0.0	0.8	0
4.15	0.0	0.8	0
4.16	0.0	0.8	0
4.17	0.0	0.8	0
4.18	0.0	0.8	0
4.19	0.0	0.8	0
4.2	0.0	0.8	0
4.21	0.0	0.8	0
4.22	0.0	0.8	0
4.23	0.0	0.8	0
4.24	0.0	0.8	0
4.25	0.0	0.8	0
4.26	0.0	0.8	0
4.27	0.0	0.8	0
4.28	0.0	0.8	0
4.29	0.0	0.8	0
4.3	0.0	0.8	0
4.31	0.0	0.8	0
4.32	0.0	0.8	0
4.33	0.0	0.8	0
4.34	0.0	0.8	0
4.35	0.0	0.8	0
4.36	0.0	0.8	0
4.37	0.0	0.8	0
4.38	0.0	0.8	0
4.39	0.0	0.8	0
4.4	0.0	0.8	0
4.41	0.0	0.8	0
4.42	0.0	0.8	0
4.43	0.0	0.8	0
4.44	0.0	0.8	0
4.45	0.0	0.8	0
4.46	0.0	0.8	0
4.47	0.0	0.8	0
4.48	0.0	0.8	0
4.49	0.0	0.8	0
4.5	0.0	0.8	0
4.51	0.0	0.8	0
4.52	0.0	0.8	0
4.53	0.0	0.8	0
4.54	0.0	0.8	0
4.55	0.0	0.8	0
4.5600000000000005	0.0	0.8	0
4.57	0.0	0.8	0
4.58	0.0	0.8	0
4.59	0.0	0.8	0
4.6	0.0	0.8	0
4.61	0.0	0.8	0
4.62	0.0	0.8	0
4.63	0.0	0.8	0
4.64	0.0	0.8	0
4.65	0.0	0.8	0
4.66	0.0	0.8	0
4.67	0.0	0.8	0
4.68	0.0	0.8	0
4.69	0.0	0.8	0
4.7	0.0	0.8	0
4.71	0.0	0.8	0
4.72	0.0	0.8	0
4.73	0.0	0.8	0
4.74	0.0	0.8	0
4.75	0.0	0.8	0
4.76	0.0	0.8	0
4.77	0.0	0.8	0
4.78	0.0	0.8	0
4.79	0.0	0.8	0
4.8	0.0	0.8	0.0
4.81	0.0	0.8000770963759277	7.706665667179814e-05
4.819999999999999	0.0	0.8003082666266872	0.0003077914851215447
4.83	0.0	0.8006931543045074	0.0006907519900580972
4.84	0.0	0.8012311659404863	0.0012235870926211618
4.85	0.0	0.801921471959677	0.0019030116872178178
4.859999999999999	0.0	0.8027630079602324	0.0027248368952907695
4.87	0.0	0.8037544763546354	0.0036839958911477236
4.88	0.0	0.8048943483704847	0.004774575140626323
4.89	0.0	0.8061808664077516	0.005989850859999208
4.8999999999999995	0.0	0.8076120467488713	0.007322330470336264
4.91	0.0	0.8091856826174919	0.008763798791745455
4.92	0.0	0.8108993475811632	0.010305368692688189
4.93	0.0	0.8127503992927203	0.01193753588210126
4.9399999999999995	0.0	0.8147359835645908	0.013650237506511276
4.95	0.0	0.8168530387697456	0.015432914190872822
4.96	0.0	0.8190983005625053	0.01727457514062634
4.97	0.0	0.8214683069119255	0.019163865903602348
4.9799999999999995	0.0	0.8239594034399969	0.021089138373994173
4.99	0.0	0.8265677490564316	0.023038522606803953
5.0	0.0	0.8292893218813453	0.025000000000000036
5.01	0.0	0.8321199254467059	0.026961477393196116
5.02	0.0	0.8350551951669816	0.02891086162600572
5.03	0.0	0.8380906050690168	0.030836134096397717
5.04	0.0	0.8412214747707528	0.03272542485937373
5.05	0.0	0.8444429766980398	0.03456708580912724
5.06	0.0	0.847750143528405	0.03634976249348863
5.07	0.0	0.8511378758503046	0.0380624641178988
5.08	0.0	0.8546009500260454	0.039694631307311865
5.09	0.0	0.8581340262462572	0.0412362012082546
5.1	0.0	0.861731656763491	0.04267766952966367
5.109999999999999	0.0	0.8653882942922506	0.044010149140000725
5.12	0.0	0.8690983005625054	0.045225424859373725
5.13	0.0	0.8728559550134927	0.04631600410885231
5.14	0.0	0.8766554636144094	0.04727516310470919
5.1499999999999995	0.0	0.8804909677983871	0.04809698831278214
5.16	0.0	0.8843565534959771	0.04877641290737886
5.17	0.0	0.8882462602542163	0.04930924800994192
5.18	0.0	0.8921540904272155	0.04969220851487844
5.1899999999999995	0.0	0.8960740184240931	0.049922933343328195
5.2	0.0	0.9000000000000001	0.05
5.21	0.0	0.903925981575907	0.0499229333433282
5.22	0.0	0.9078459095727844	0.04969220851487845
5.2299999999999995	0.0	0.9117537397457837	0.049309248009941936
5.24	0.0	0.9156434465040233	0.04877641290737882
5.25	0.0	0.9195090322016128	0.04809698831278216
5.26	0.0	0.9233445363855906	0.04727516310470921
5.27	0.0	0.9271440449865074	0.04631600410885233
5.279999999999999	0.0	0.9309016994374946	0.045225424859373746
5.29	0.0	0.9346117057077494	0.04401014914000075
5.3	0.0	0.938268343236509	0.042677669529663696
5.31	0.0	0.9418659737537427	0.04123620120825462
5.32	0.0	0.9453990499739549	0.03969463130731176
5.33	0.0	0.9488621241496956	0.03806246411789868
5.34	0.0	0.9522498564715949	0.036349762493488674
5.35	0.0	0.9555570233019601	0.03456708580912728
5.359999999999999	0.0	0.9587785252292472	0.032725424859373756
5.37	0.0	0.9619093949309835	0.030836134096397586
5.38	0.0	0.9649448048330184	0.028910861626005757
5.39	0.0	0.9678800745532942	0.02696147739319616
5.3999999999999995	0.0	0.9707106781186546	0.025000000000000074
5.41	0.0	0.9734322509435687	0.023038522606803828
5.42	0.0	0.9760405965600031	0.02108913837399421
5.43	0.0	0.9785316930880745	0.019163865903602383
5.4399999999999995	0.0	0.9809016994374946	0.017274575140626382
5.45	0.0	0.9831469612302546	0.015432914190872688
5.46	0.0	0.9852640164354093	0.013650237506511315
5.47	0.0	0.9872496007072797	0.011937535882101292
5.4799999999999995	0.0	0.9891006524188367	0.01030536869268823
5.49	0.0	0.9908143173825081	0.008763798791745353
5.5	0.0	0.9923879532511287	0.007322330470336283
5.51	0.0	0.9938191335922484	0.005989850859999238
5.52	0.0	0.9951056516295154	0.004774575140626344
5.529999999999999	0.0	0.9962455236453647	0.0036839958911477483
5.54	0.0	0.9972369920397677	0.002724836895290786
5.55	0.0	0.998078528040323	0.0019030116872178371
5.56	0.0	0.9987688340595138	0.0012235870926211756
5.57	0.0	0.9993068456954927	0.0006907519900580639
5.58	0.0	0.9996917333733129	0.0003077914851215502
5.59	0.0	0.9999229036240723	7.70666566718009e-05
5.6	0.0	1.0	0
5.609999999999999	0.0	1.0	0
5.619999999999999	0.0	1.0	0
5.63	0.0	1.0	0
5.64	0.0	1.0	0
5.6499999999999995	0.0	1.0	0
5.659999999999999	0.0	1.0	0
5.67	0.0	1.0	0
5.68	0.0	1.0	0
5.6899999999999995	0.0	1.0	0
5.699999999999999	0.0	1.0	0
5.71	0.0	1.0	0
5.72	0.0	1.0	0
5.7299999999999995	0.0	1.0	0
5.739999999999999	0.0	1.0	0
5.75	0.0	1.0	0
5.76	0.0	1.0	0
5.77	0.0	1.0	0
5.779999999999999	0.0	1.0	0
5.79	0.0	1.0	0
5.8	0.0	1.0	0
5.81	0.0	1.0	0
5.819999999999999	0.0	1.0	0
5.83	0.0	1.0	0
5.84	0.0	1.0	0
5.85	0.0	1.0	0
5.859999999999999	0.0	1.0	0
5.869999999999999	0.0	1.0	0
5.88	0.0	1.0	0
5.89	0.0	1.0	0
5.8999999999999995	0.0	1.0	0
5.909999999999999	0.0	1.0	0
5.92	0.0	1.0	0
5.93	0.0	1.0	0
5.9399999999999995	0.0	1.0	0
5.949999999999999	0.0	1.0	0
5.96	0.0	1.0	0
5.97	0.0	1.0	0
5.9799999999999995	0.0	1.0	0
5.989999999999999	0.0	1.0	0
6.0	0.0	1.0	0
6.01	0.0	1.0	0
6.02	0.0	1.0	0
6.029999999999999	0.0	1.0	0
6.04	0.0	1.0	0
6.05	0.0	1.0	0
6.06	0.0	1.0	0
6.069999999999999	0.0	1.0	0
6.08	0.0	1.0	0
6.09	0.0	1.0	0
6.1	0.0	1.0	0
6.109999999999999	0.0	1.0	0
6.119999999999999	0.0	1.0	0
6.13	0.0	1.0	0
6.14	0.0	1.0	0
6.1499999999999995	0.0	1.0	0
6.16	0.0	1.0	0
6.17	0.0	1.0	0
6.18	0.0	1.0	0
6.1899999999999995	0.0	1.0	0
6.199999999999999	0.0	1.0	0
6.21	0.0	1.0	0
6.22	0.0	1.0	0
6.2299999999999995	0.0	1.0	0
6.239999999999999	0.0	1.0	0
6.25	0.0	1.0	0
6.26	0.0	1.0	0
6.27	0.0	1.0	0
6.279999999999999	0.0	1.0	0
6.29	0.0	1.0	0
6.3	0.0	1.0	0
6.31	0.0	1.0	0
6.319999999999999	0.0	1.0	0
6.33	0.0	1.0	0
6.34	0.0	1.0	0
6.35	0.0	1.0	0
6.359999999999999	0.0	1.0	0
6.369999999999999	0.0	1.0	0
6.38	0.0	1.0	0
6.39	0.0	1.0	0
6.3999999999999995	0.0	1.0	0.0
6.409999999999999	0.0	1.0000770963759278	7.706665667179814e-05
6.419999999999999	0.0	1.0003082666266871	0.0003077914851215447
6.43	0.0	1.0006931543045074	0.0006907519900580972
6.4399999999999995	0.0	1.0012311659404862	0.0012235870926211618
6.449999999999999	0.0	1.001921471959677	0.0019030116872178178
6.459999999999999	0.0	1.0027630079602323	0.0027248368952907695
6.47	0.0	1.0037544763546353	0.0036839958911477236
6.4799999999999995	0.0	1.0048943483704846	0.004774575140626323
6.489999999999999	0.0	1.0061808664077516	0.005989850859999208
6.499999999999999	0.0	1.0076120467488712	0.007322330470336264
6.51	0.0	1.0091856826174919	0.008763798791745455
6.52	0.0	1.0108993475811632	0.010305368692688189
6.529999999999999	0.0	1.0127503992927203	0.01193753588210126
6.539999999999999	0.0	1.0147359835645908	0.013650237506511276
6.55	0.0	1.0168530387697456	0.015432914190872822
6.56	0.0	1.0190983005625054	0.01727457514062634
6.569999999999999	0.0	1.0214683069119255	0.019163865903602348
6.579999999999999	0.0	1.0239594034399968	0.021089138373994173
6.59	0.0	1.0265677490564316	0.023038522606803953
6.6	0.0	1.0292893218813453	0.025000000000000036
6.609999999999999	0.0	1.032119925446706	0.026961477393196116
6.619999999999999	0.0	1.0350551951669815	0.02891086162600572
6.63	0.0	1.0380906050690168	0.030836134096397717
6.64	0.0	1.0412214747707529	0.03272542485937373
